today,interviewer,municipality,hh_m/male_infant,hh_m/male_young,hh_m/male_child,hh_m/male_adult,hh_m/male_senior,hh_f/female_infant,hh_f/female_young,hh_f/female_child,hh_f/female_adult,hh_f/female_senior,hh_males,hh_females,hh_total,hh_confirm,land_tenure,single_headed,single_headed_sex,pregnant_lactating,disabled_ill_male,disabled_ill_female,pre_income_primary,pre_income_primary_other,post_income_primary,post_income_primary_other,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,B11,B12,B13,B14,C15,C16,C17,C18,C19,C20,D21,D22,D23,D24,D25,D26,D27,D28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,meta/instanceID,_uuid,_submission_time
3/25/2015,Jhean Mae Grace Lingco,PH061903009_CA080,0,0,0,0,1,0,0,0,1,0,1,1,2,OK,free_private,no,n/a,0,0,1,agriculture,n/a,agriculture,n/a,neither,neither,neither,neither,agree,agree,agree,agree_strongly,na,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,na,agree,neither,na,neither,neither,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:8629a97b-9327-4d77-b17f-5f7c902f5214,8629a97b-9327-4d77-b17f-5f7c902f5214,2015-03-27T10:07:11
3/27/2015,Danica Boco,PH061904036_CA163,0,0,2,1,0,0,0,1,1,0,3,2,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,livestock_poultry,n/a,agree,agree,neither,neither,agree,agree,agree,agree_strongly,na,neither,neither,agree,neither,agree,neither,agree,neither,agree,agree,agree,agree,neither,neither,neither,disagree,na,neither,neither,neither,disagree,neither,neither,neither,neither,agree,agree,agree,agree,uuid:7280e29b-e2e0-4d8c-99fb-f3333d614551,7280e29b-e2e0-4d8c-99fb-f3333d614551,2015-03-27T10:07:13
3/27/2015,Danica Boco,PH061917008_CA366,0,1,1,1,0,0,0,2,2,1,3,5,8,OK,own_rent,yes,female,0,0,0,daily_wage,n/a,agriculture,n/a,agree_strongly,agree,disagree,disagree,disagree,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,disagree,neither,agree_strongly,agree_strongly,agree,neither,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,neither,agree_strongly,uuid:37f75d39-749f-4d55-9575-d886e08c2ca5,37f75d39-749f-4d55-9575-d886e08c2ca5,2015-03-27T10:07:14
3/27/2015,Danica Boco,PH061903018_CA114,0,0,0,1,0,0,2,0,1,0,1,3,4,OK,ancestral_domain,no,n/a,1,0,0,daily_wage,n/a,daily_wage,n/a,unsure,neither,agree,agree,agree,agree,agree,agree_strongly,na,agree,disagree,agree,disagree,disagree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,unsure,agree,unsure,disagree,neither,neither,neither,disagree,neither,neither,uuid:dd31b8ad-0c3f-4762-9b67-3a891666cf61,dd31b8ad-0c3f-4762-9b67-3a891666cf61,2015-03-27T10:07:16
3/19/2015,Carl John Roxas,PH061903018_CA107,0,0,0,3,0,0,0,2,1,0,3,3,6,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,disagree,neither,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,neither,disagree,agree,neither,neither,agree,agree,neither,neither,agree,uuid:c2d5b396-d7c4-4c53-add0-bd7a7ac777e8,c2d5b396-d7c4-4c53-add0-bd7a7ac777e8,2015-03-27T10:08:01
3/25/2015,Danica Boco,PH061903011_CA086,0,0,1,1,0,0,0,0,3,0,2,3,5,OK,free_govt,no,n/a,0,0,0,agri_worker,n/a,small_business,n/a,agree,agree,neither,agree,agree,neither,neither,agree,na,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,neither,neither,agree,neither,agree,agree,uuid:c6585f3b-8e98-4673-b43e-2dbd148de527,c6585f3b-8e98-4673-b43e-2dbd148de527,2015-03-27T10:08:03
3/25/2015,Jhean Mae Grace Lingco,PH061903011_CA091,0,0,0,1,0,0,0,0,1,0,1,1,2,OK,rent,no,n/a,0,0,1,agriculture,n/a,livestock_poultry,n/a,agree,agree,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,disagree,neither,neither,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:df80a1e1-7dbd-4e05-a53e-6d747e4c6bb5,df80a1e1-7dbd-4e05-a53e-6d747e4c6bb5,2015-03-27T10:08:04
3/25/2015,Jhean Mae Grace Lingco,PH061903011_CA091,0,0,0,1,0,0,0,0,1,0,1,1,2,OK,rent,no,n/a,0,0,1,agriculture,n/a,livestock_poultry,n/a,agree,agree,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,disagree,neither,neither,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:85fcd1f5-118e-405c-9bfd-94413268fbeb,85fcd1f5-118e-405c-9bfd-94413268fbeb,2015-03-27T10:08:06
3/17/2015,Danica Boco,PH061904003_CA129,0,2,0,1,0,0,1,0,1,0,3,2,5,OK,own_rent,no,n/a,1,0,0,agri_worker,n/a,agriculture,n/a,agree_strongly,agree,neither,neither,agree,agree,agree,agree_strongly,neither,neither,agree,agree_strongly,agree_strongly,agree_strongly,neither,agree,agree,agree,agree,agree,neither,agree,agree,neither,neither,disagree,disagree,neither,neither,neither,neither,neither,agree_strongly,agree_strongly,neither,neither,neither,agree,uuid:da7fc81c-da24-4e77-8b39-8a638708d086,da7fc81c-da24-4e77-8b39-8a638708d086,2015-03-27T10:08:55
3/17/2015,Abegail Fernando,PH061904003_CA130,0,0,0,3,0,0,1,2,2,0,3,5,8,OK,ancestral_domain,no,n/a,1,0,0,agriculture,n/a,agriculture,n/a,agree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,neither,agree,agree,neither,neither,agree,agree,neither,agree,disagree,neither,neither,disagree,neither,neither,neither,agree,neither,neither,agree,neither,agree,agree,agree,agree,agree,neither,neither,agree,uuid:eb252d04-6d08-49cf-8beb-d2fce230b067,eb252d04-6d08-49cf-8beb-d2fce230b067,2015-03-27T10:08:56
3/17/2015,Jhean Mae Grace Lingco,PH061904003_CA131,0,0,0,1,1,0,0,0,0,1,2,1,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,other,Baboyan,agree,neither,neither,neither,neither,agree,agree,agree,disagree,agree,agree,neither,agree,neither,agree,neither,agree,neither,neither,agree,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither,agree,neither,agree,agree,agree,agree,agree_strongly,agree_strongly,uuid:fd6b62e2-e1e7-4fb4-8e9c-fbcafb49f11d,fd6b62e2-e1e7-4fb4-8e9c-fbcafb49f11d,2015-03-27T10:08:58
3/17/2015,Danica Boco,PH061904003_CA132,1,1,0,1,0,0,0,0,1,0,3,1,4,OK,own_rent,no,n/a,1,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,neither,neither,neither,agree,agree,agree_strongly,na,unsure,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,neither,neither,neither,agree,neither,neither,agree,neither,neither,agree,agree,agree,agree,neither,agree,agree,agree,uuid:a54e1a32-fcc4-41ef-a580-d07873e91d8a,a54e1a32-fcc4-41ef-a580-d07873e91d8a,2015-03-27T10:08:59
3/17/2015,Danica Boco,PH061904006_CA138,0,0,0,1,0,0,0,0,0,0,1,0,1,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,neither,neither,disagree,neither,neither,agree,agree,agree_strongly,neither,disagree,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,disagree,agree_strongly,agree_strongly,agree,agree,na,na,agree,na,disagree,disagree,neither,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,uuid:739efec1-ea85-4278-aea8-82c4b56a83df,739efec1-ea85-4278-aea8-82c4b56a83df,2015-03-27T10:09:00
3/17/2015,Carl John Roxas,PH061904036_CA169,0,1,0,1,1,0,0,0,1,0,3,1,4,OK,own,no,n/a,0,0,1,agri_worker,n/a,agri_worker,n/a,agree_strongly,disagree,agree,disagree,agree,agree,agree,agree_strongly,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,disagree,disagree,na,disagree,neither,neither,neither,neither,agree,neither,agree,agree,neither,neither,neither,agree,uuid:bc5c0ea1-2dd6-4257-b11a-81baa37cacaf,bc5c0ea1-2dd6-4257-b11a-81baa37cacaf,2015-03-27T10:09:01
3/17/2015,Ma. Rofelle Montano,PH061904036_CA164,0,0,0,1,0,0,0,0,0,0,1,0,1,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree_strongly,agree,unsure,agree_strongly,uuid:a910a55d-b2e2-47c0-9c67-5e24f08124e3,a910a55d-b2e2-47c0-9c67-5e24f08124e3,2015-03-27T10:09:02
3/19/2015,Jhean Mae Grace Lingco,PH061904036_CA165,0,0,0,0,1,0,0,3,1,0,1,4,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,other,Baboyan,neither,agree,neither,na,agree,agree,agree,agree,agree,agree_strongly,neither,agree,neither,neither,agree,agree,neither,neither,neither,neither,agree,na,neither,neither,agree,neither,na,neither,agree,neither,neither,neither,neither,neither,neither,agree,neither,neither,uuid:eb4b5de1-fb04-4f68-a4b3-196b3fe566e2,eb4b5de1-fb04-4f68-a4b3-196b3fe566e2,2015-03-27T10:09:03
3/19/2015,Jhean Mae Grace Lingco,PH061904036_CA166,0,0,1,1,0,0,2,0,1,0,2,3,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,livestock_poultry,n/a,agree_strongly,agree_strongly,disagree,neither,agree,agree_strongly,agree_strongly,agree_strongly,neither,disagree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,na,agree,agree_strongly,disagree,disagree,neither,agree,agree,disagree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:d45abdfb-9736-4ad1-8b76-4794a3d4070d,d45abdfb-9736-4ad1-8b76-4794a3d4070d,2015-03-27T10:09:04
3/19/2015,Jhean Mae Grace Lingco,PH061904036_CA167,0,2,2,2,0,0,0,0,1,0,6,1,7,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,neither,agree,agree,neither,neither,agree,agree,neither,agree,agree,neither,neither,agree,agree,agree,agree,neither,neither,agree,neither,agree,agree,neither,agree,agree,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:de5d561f-9cb6-4f4e-af13-8086aa9c9ac5,de5d561f-9cb6-4f4e-af13-8086aa9c9ac5,2015-03-27T10:09:05
3/19/2015,Carl John Roxas,PH061904030_CA155,0,0,3,1,0,0,0,2,1,0,4,3,7,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,neither,neither,neither,neither,agree,neither,agree,neither,agree,neither,agree,neither,neither,agree,agree,agree,agree,neither,agree,neither,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,neither,neither,uuid:f1efdea7-cd5e-4f30-80b1-77212226e38c,f1efdea7-cd5e-4f30-80b1-77212226e38c,2015-03-27T10:09:07
3/19/2015,Carl John Roxas,PH061904030_CA157,0,0,0,2,1,0,0,2,1,0,3,3,6,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,neither,neither,neither,agree,disagree,agree,agree,neither,agree,agree,neither,agree,neither,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither,disagree,disagree,disagree,neither,agree,neither,neither,neither,neither,neither,neither,uuid:eccf8636-53b7-4721-94a0-a812c9f8a5ab,eccf8636-53b7-4721-94a0-a812c9f8a5ab,2015-03-27T10:09:08
3/19/2015,Ma. Rofelle Montano,PH061904030_CA158,0,0,1,2,0,0,0,2,1,0,3,3,6,OK,informal_settlement,no,n/a,0,0,0,agriculture,n/a,agri_worker,n/a,neither,neither,neither,neither,neither,neither,disagree,neither,disagree,disagree,neither,disagree,disagree_strongly,disagree,agree,agree,neither,disagree,disagree,neither,agree,neither,agree,neither,na,neither,neither,neither,neither,disagree,neither,neither,neither,neither,neither,neither,neither,neither,uuid:90a84ffb-cd7c-47f2-9936-19bc22e708ff,90a84ffb-cd7c-47f2-9936-19bc22e708ff,2015-03-27T10:09:09
3/19/2015,Carl John Roxas,PH061904021_CA145,0,0,0,3,0,0,0,2,1,0,3,3,6,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,agree,disagree,agree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,neither,disagree,agree,agree,disagree,agree,neither,agree,agree,agree,neither,neither,agree,uuid:34d404cd-4f7e-4a36-aee4-d300ad27268e,34d404cd-4f7e-4a36-aee4-d300ad27268e,2015-03-27T10:09:10
3/19/2015,Angelie Cala-ay,PH061904021_CA144,0,0,0,1,1,0,0,0,0,1,2,1,3,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,neither,neither,agree,disagree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,disagree,neither,neither,na,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:11b2fa74-ec0c-48ff-b958-212a385f63bb,11b2fa74-ec0c-48ff-b958-212a385f63bb,2015-03-27T10:09:11
3/19/2015,Angelie Cala-ay,PH061904021_CA147,1,1,1,1,0,0,0,2,1,0,4,3,7,OK,free_private,no,n/a,1,1,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,neither,agree,neither,neither,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:ed887443-94a7-425d-bc29-3514be25a8ce,ed887443-94a7-425d-bc29-3514be25a8ce,2015-03-27T10:09:12
3/19/2015,Ma. Rofelle Montano,PH061904021_CA146,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,1,0,agriculture,n/a,other,"Magsasaka, nag aalaga ng baboy at manok",disagree,agree,agree_strongly,disagree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree_strongly,agree,agree,agree_strongly,uuid:052c358a-3301-41b0-9d7b-913081064a4a,052c358a-3301-41b0-9d7b-913081064a4a,2015-03-27T10:09:13
3/19/2015,Ma. Rofelle Montano,PH061904021_CA142,0,0,0,0,1,0,0,0,0,0,1,0,1,OK,own,yes,male,0,0,0,agri_worker,n/a,other,Manggagapas at nag-aalaga ng baboy,agree,agree,agree_strongly,na,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,disagree,na,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:f2e6fa80-05e2-4140-adbb-5aefb4fbfa51,f2e6fa80-05e2-4140-adbb-5aefb4fbfa51,2015-03-27T10:09:14
3/19/2015,Danica Boco,PH061917008_CA360,0,0,0,1,0,0,0,0,0,0,1,0,1,OK,ancestral_domain,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,agree,agree,na,agree,agree,agree,agree,agree_strongly,na,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,na,na,agree,na,na,agree,agree,neither,neither,agree,neither,neither,agree,agree,neither,unsure,neither,uuid:10710812-9ecb-47d0-97fc-59ed70404c58,10710812-9ecb-47d0-97fc-59ed70404c58,2015-03-27T10:09:16
3/19/2015,Lovelylyn Dellomos,PH061903018_CA104,0,0,1,1,0,0,0,0,2,0,2,2,4,OK,free_govt,no,n/a,0,0,0,aquaculture,n/a,aquaculture,n/a,agree_strongly,disagree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,disagree,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,disagree,agree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,disagree,neither,agree_strongly,uuid:47bd1501-081e-4d92-a1c4-d04dc5b5c10c,47bd1501-081e-4d92-a1c4-d04dc5b5c10c,2015-03-27T10:09:17
3/19/2015,Lovelylyn Dellomos,PH061903018_CA100,0,0,0,2,0,0,1,1,1,1,2,4,6,OK,own_rent,no,n/a,0,0,0,transpo,n/a,transpo,n/a,agree,neither,agree,na,neither,agree_strongly,agree_strongly,agree_strongly,neither,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,neither,agree_strongly,agree_strongly,agree_strongly,agree,agree,disagree,disagree,neither,na,agree,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,disagree,neither,agree_strongly,uuid:7a2dd367-114a-4841-bc01-fe28fed5c24d,7a2dd367-114a-4841-bc01-fe28fed5c24d,2015-03-27T10:09:18
3/19/2015,Carl John Roxas,PH061903018_CA103,0,0,0,2,0,0,0,1,1,0,2,2,4,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,disagree,neither,disagree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,neither,neither,uuid:239dc044-e0d3-4533-a467-4c3b23fb6473,239dc044-e0d3-4533-a467-4c3b23fb6473,2015-03-27T10:09:20
3/19/2015,Carl John Roxas,PH061903018_CA105,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,neither,neither,neither,neither,neither,neither,uuid:4e80f070-c700-4199-972a-62aa7183e1d6,4e80f070-c700-4199-972a-62aa7183e1d6,2015-03-27T10:09:21
3/19/2015,Ma. Rofelle Montano,PH061903018_CA102,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,fishing,n/a,fishing,n/a,agree,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:211f1050-ed26-4646-85e5-323beb6ed5d5,211f1050-ed26-4646-85e5-323beb6ed5d5,2015-03-27T10:09:22
3/25/2015,Jhean Mae Grace Lingco,PH061903011_CA090,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,own,no,n/a,1,0,0,agriculture,n/a,agriculture,n/a,neither,disagree,neither,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:aabfcc29-00c9-4480-a667-37e93adc705e,aabfcc29-00c9-4480-a667-37e93adc705e,2015-03-27T10:09:24
3/27/2015,Carl John Roxas,PH061917008_CA362,0,0,1,1,0,0,0,1,1,0,2,2,4,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,agree,agree,disagree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,disagree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:83b7f647-1917-4a00-8b7b-ca3e929a5803,83b7f647-1917-4a00-8b7b-ca3e929a5803,2015-03-27T10:09:25
3/27/2015,Carl John Roxas,PH061917004_CA355,0,1,1,2,0,0,0,0,1,0,4,1,5,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,agree,disagree,agree,agree,agree,agree,neither,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:2ab6a67c-2044-45b9-81c5-e34859ff0b7b,2ab6a67c-2044-45b9-81c5-e34859ff0b7b,2015-03-27T10:09:27
3/27/2015,Angelie Cala-ay,PH061917004_CA353,0,0,1,1,0,0,0,0,2,0,2,2,4,OK,free_private,yes,female,0,0,1,remittance,n/a,livestock_poultry,n/a,agree,agree,disagree,neither,agree,agree,agree,agree,neither,neither,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,neither,agree,neither,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:990edaa4-ada6-45b0-9b0a-68139186207f,990edaa4-ada6-45b0-9b0a-68139186207f,2015-03-27T10:09:28
3/27/2015,Jhean Mae Grace Lingco,PH061903018_CA098,0,2,0,0,1,0,0,0,1,1,3,2,5,OK,free_private,no,n/a,0,0,0,daily_wage,n/a,small_business,n/a,neither,neither,neither,na,agree,agree,agree,agree_strongly,neither,neither,neither,neither,neither,agree,neither,neither,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither,na,agree,agree,agree_strongly,neither,neither,neither,neither,agree,neither,neither,neither,uuid:6032f494-0071-4870-ad13-df56f5f01153,6032f494-0071-4870-ad13-df56f5f01153,2015-03-27T10:09:29
3/27/2015,Danica Boco,PH061903018_CA099,0,0,0,2,0,0,0,0,1,1,2,2,4,OK,rent,no,n/a,0,0,0,daily_wage,n/a,daily_wage,n/a,disagree,disagree,disagree,neither,disagree,agree,neither,neither,na,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,neither,disagree,disagree,neither,neither,neither,disagree,disagree,disagree,neither,disagree,agree,agree,agree,agree,agree,neither,neither,neither,uuid:06a71bbc-3a87-4792-883a-7e21e5cdeb3d,06a71bbc-3a87-4792-883a-7e21e5cdeb3d,2015-03-27T10:09:30
3/27/2015,Carl John Roxas,PH061903018_CA111,0,1,2,1,0,0,0,1,0,0,4,1,5,OK,free_private,yes,male,0,0,0,daily_wage,n/a,fishing,n/a,disagree,agree,disagree,disagree,agree,neither,neither,agree,disagree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,agree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:fc0c603c-1094-444a-8b88-c82337ea1c35,fc0c603c-1094-444a-8b88-c82337ea1c35,2015-03-27T10:09:32
3/27/2015,Angelie Cala-ay,PH061917004_CA356,0,0,2,1,1,0,0,1,0,0,4,1,5,OK,own,yes,male,0,0,0,agriculture,n/a,livestock_poultry,n/a,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,disagree,agree,agree,agree,neither,neither,agree,neither,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,uuid:ab810e1d-0cc2-4d8c-b948-cb384c418291,ab810e1d-0cc2-4d8c-b948-cb384c418291,2015-03-27T10:10:14
3/27/2015,Jinkelyn Antatico,PH061909007_CA213,0,0,0,1,0,0,0,1,0,1,1,2,3,OK,free_private,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,agree,agree,agree_strongly,agree,agree_strongly,unsure,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree_strongly,na,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:3549591c-d2fa-419d-a5b9-a6f80fca4e70,3549591c-d2fa-419d-a5b9-a6f80fca4e70,2015-03-27T10:31:37
