today,interviewer,municipality,hh_m/male_infant,hh_m/male_young,hh_m/male_child,hh_m/male_adult,hh_m/male_senior,hh_f/female_infant,hh_f/female_young,hh_f/female_child,hh_f/female_adult,hh_f/female_senior,hh_males,hh_females,hh_total,hh_confirm,land_tenure,single_headed,single_headed_sex,pregnant_lactating,disabled_ill_male,disabled_ill_female,pre_income_primary,pre_income_primary_other,post_income_primary,post_income_primary_other,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,B11,B12,B13,B14,C15,C16,C17,C18,C19,C20,D21,D22,D23,D24,D25,D26,D27,D28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,meta/instanceID,_uuid,_submission_time
3/30/15,Angelie Cala-ay,PH061904021_CA143,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,own,no,n/a,1,0,0,agri_worker,n/a,livestock_poultry,n/a,agree,disagree,agree,neither,agree,agree,agree,agree,neither,neither,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:6c4f219b-5fea-4174-a163-9d3c980a6217,6c4f219b-5fea-4174-a163-9d3c980a6217,2015-03-30T09:31:34
3/30/15,Ana Carmen Corcino,PH061902017_CA064,1,1,3,2,0,0,0,0,2,0,7,2,9,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agriculture,n/a,disagree,disagree,disagree_strongly,agree,agree,agree,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:00c23ffb-cd83-4be8-ad72-536f69a1845e,00c23ffb-cd83-4be8-ad72-536f69a1845e,2015-03-30T11:11:22
3/24/15,Ana Carmen Corcino,PH061910005_CA276,0,0,0,1,0,0,0,0,1,1,1,2,3,OK,own_rent,yes,female,0,0,1,agri_worker,n/a,agri_worker,n/a,neither,disagree_strongly,disagree_strongly,disagree_strongly,agree,agree_strongly,agree_strongly,disagree,disagree,disagree_strongly,disagree_strongly,na,na,na,disagree_strongly,agree_strongly,disagree_strongly,neither,neither,agree,agree,na,neither,disagree_strongly,na,neither,neither,disagree,neither,agree,agree,disagree_strongly,disagree,neither,neither,disagree,disagree_strongly,agree,uuid:da853b9b-7059-48c0-8175-f6cfc0564945,da853b9b-7059-48c0-8175-f6cfc0564945,2015-03-30T11:15:47
3/24/15,Ana Carmen Corcino,PH061910005_CA282,0,0,1,1,0,0,0,0,1,1,2,2,4,OK,own,no,n/a,0,0,1,agri_worker,n/a,agriculture,n/a,disagree_strongly,disagree,disagree_strongly,neither,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree,agree_strongly,neither,agree,disagree,agree,neither,agree,agree,agree_strongly,neither,neither,neither,agree,na,agree,neither,neither,agree,unsure,agree,agree_strongly,agree,agree_strongly,agree,agree,neither,agree_strongly,uuid:34c8b01a-e00b-4096-9e92-a83e08aa58a3,34c8b01a-e00b-4096-9e92-a83e08aa58a3,2015-03-30T11:15:48
3/24/15,Ana Carmen Corcino,PH061910005_CA280,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree_strongly,disagree_strongly,disagree_strongly,neither,neither,disagree,neither,agree_strongly,disagree,disagree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree,neither,na,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,neither,agree,agree,uuid:24cc17f0-02ef-406e-978f-79021bef23cb,24cc17f0-02ef-406e-978f-79021bef23cb,2015-03-30T11:15:49
3/24/15,Ana Carmen Corcino,PH061909011_CA218,0,0,0,1,0,0,0,0,0,1,1,1,2,OK,free_private,yes,male,0,0,1,agri_worker,n/a,agri_worker,n/a,disagree_strongly,neither,agree,neither,neither,agree,unsure,agree_strongly,agree_strongly,na,agree_strongly,agree,disagree_strongly,na,agree,agree_strongly,disagree_strongly,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,disagree,neither,agree,neither,agree_strongly,neither,neither,agree,agree,uuid:4aaa45bf-3ca9-4582-aaff-94dc9df07854,4aaa45bf-3ca9-4582-aaff-94dc9df07854,2015-03-30T11:15:50
3/24/15,Ana Carmen Corcino,PH061909032_CA259,0,1,0,1,0,1,0,1,1,0,2,3,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,neither,neither,neither,agree,agree_strongly,agree_strongly,agree_strongly,na,na,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,disagree,disagree,agree,agree_strongly,agree,neither,agree,neither,neither,neither,agree,agree,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,uuid:d2c81a28-8bdb-4058-8faa-5d12f033bd4b,d2c81a28-8bdb-4058-8faa-5d12f033bd4b,2015-03-30T11:15:51
3/24/15,Ana Carmen Corcino,PH061909032_CA257,0,0,1,1,0,0,1,2,1,0,2,4,6,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,neither,disagree,neither,agree,agree_strongly,agree,agree_strongly,unsure,unsure,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree_strongly,disagree,agree_strongly,agree_strongly,agree_strongly,disagree,neither,neither,neither,neither,agree,neither,agree,agree_strongly,na,agree,agree,agree_strongly,agree_strongly,agree,neither,agree,agree_strongly,uuid:588cfb92-f805-4506-ab76-0b16bb8451df,588cfb92-f805-4506-ab76-0b16bb8451df,2015-03-30T11:15:51
3/24/15,Ana Carmen Corcino,PH061909017_CA226,0,0,0,2,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,1,agriculture,n/a,agriculture,n/a,disagree_strongly,disagree_strongly,neither,disagree,agree,agree,unsure,agree_strongly,agree,agree,agree_strongly,agree,neither,agree,neither,agree_strongly,agree,agree_strongly,agree,agree,neither,agree,agree,disagree,na,agree,neither,na,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,uuid:5ac91711-006d-4eac-9487-c002571bcd0d,5ac91711-006d-4eac-9487-c002571bcd0d,2015-03-30T11:15:52
3/26/15,Ana Carmen Corcino,PH061909004_CA205,0,0,0,1,1,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agriculture,n/a,neither,disagree,disagree,na,disagree_strongly,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,neither,na,na,neither,na,neither,agree,na,agree,neither,agree,agree_strongly,agree,agree,agree,agree,agree,agree_strongly,uuid:ee371436-027c-4245-8bb3-93c0bdc97704,ee371436-027c-4245-8bb3-93c0bdc97704,2015-03-30T11:15:53
3/26/15,Ana Carmen Corcino,PH061909031_CA248,0,0,1,0,0,0,1,2,2,0,1,5,6,OK,own,yes,female,0,0,0,agri_worker,n/a,agriculture,n/a,disagree_strongly,disagree_strongly,disagree_strongly,neither,agree,agree_strongly,neither,agree,agree,agree,agree_strongly,agree_strongly,neither,agree,neither,agree,agree,agree_strongly,agree_strongly,agree_strongly,neither,disagree_strongly,na,agree,agree,neither,agree,agree,agree_strongly,agree,agree,agree,agree,agree_strongly,agree_strongly,agree,agree,agree,uuid:b4734c42-56bd-406e-bc0f-0f16a95e7c61,b4734c42-56bd-406e-bc0f-0f16a95e7c61,2015-03-30T11:15:54
3/26/15,Ana Carmen Corcino,PH061909031_CA254,0,1,1,2,0,0,1,0,1,0,4,2,6,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree_strongly,disagree,neither,na,disagree,disagree,neither,agree_strongly,na,disagree,agree_strongly,agree,agree,agree_strongly,agree,agree_strongly,disagree,agree,agree,agree_strongly,disagree,neither,disagree,disagree,agree,agree,agree,agree,agree,agree,agree_strongly,agree,agree,agree_strongly,agree,agree,agree,agree_strongly,uuid:89b2e55d-9d83-4083-81a1-cb978ee186fd,89b2e55d-9d83-4083-81a1-cb978ee186fd,2015-03-30T11:15:55
3/26/15,Ana Carmen Corcino,PH061909028_CA243,0,0,1,1,0,0,1,0,1,0,2,2,4,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree_strongly,disagree_strongly,disagree,agree,neither,agree_strongly,agree,agree_strongly,na,agree,agree,agree,agree,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree,agree_strongly,disagree,na,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree_strongly,neither,agree,agree,neither,agree,agree,uuid:d3856bd6-91e6-4ca4-bf7b-f815d5789910,d3856bd6-91e6-4ca4-bf7b-f815d5789910,2015-03-30T11:15:56
3/26/15,Ana Carmen Corcino,PH061909028_CA244,0,0,1,1,0,0,0,1,0,1,2,2,4,OK,free_private,yes,female,0,0,0,agri_worker,n/a,agriculture,n/a,disagree,disagree,disagree,neither,agree,agree,agree,agree,na,agree,agree,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree_strongly,agree_strongly,neither,disagree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,uuid:7de27ad9-d6f8-407c-a574-bbdfd4606bc6,7de27ad9-d6f8-407c-a574-bbdfd4606bc6,2015-03-30T11:15:57
3/26/15,Ana Carmen Corcino,PH061909022_CA232,0,0,2,2,0,0,0,0,1,0,4,1,5,OK,own_rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,neither,neither,disagree,agree,agree,agree,agree,agree,agree,agree,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree,agree,na,na,agree,agree,agree,agree,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree_strongly,uuid:9f47de1a-cf96-4914-8cc9-d26194b705b9,9f47de1a-cf96-4914-8cc9-d26194b705b9,2015-03-30T11:15:58
3/26/15,Ana Carmen Corcino,PH061909030_CA247,0,1,0,1,0,0,1,0,1,0,2,2,4,OK,free_private,no,n/a,0,0,0,fishing,n/a,fishing,n/a,disagree,neither,disagree_strongly,neither,neither,agree,agree,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,disagree,disagree,neither,na,na,agree,disagree,neither,na,disagree,agree,disagree_strongly,disagree,agree,neither,neither,unsure,agree,uuid:d954ae19-0ba4-44d4-adb9-8862d1ba7782,d954ae19-0ba4-44d4-adb9-8862d1ba7782,2015-03-30T11:15:59
3/27/15,Ana Carmen Corcino,PH061909006_CA207,0,1,1,1,0,0,1,0,1,0,3,2,5,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,fishing,n/a,disagree,neither,disagree,agree,agree,agree,agree,agree_strongly,na,disagree,agree_strongly,agree,agree,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,neither,disagree,na,disagree,agree,na,agree,na,agree,na,agree,agree_strongly,agree,agree,agree,agree,unsure,agree,uuid:697be6bb-b1b0-4adf-ac3f-05fcdd3e64ef,697be6bb-b1b0-4adf-ac3f-05fcdd3e64ef,2015-03-30T11:16:00
3/27/15,Ana Carmen Corcino,PH061909006_CA209,0,0,0,1,0,0,0,0,2,1,1,3,4,OK,own,yes,male,0,0,0,agri_worker,n/a,agriculture,n/a,disagree_strongly,disagree,agree,neither,agree,agree,agree,agree,na,na,agree_strongly,agree_strongly,agree,agree_strongly,disagree,agree,agree,agree_strongly,agree,agree_strongly,agree,na,na,agree,agree,disagree_strongly,neither,disagree,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,uuid:a5c8c28e-28fb-41be-91a8-a278cf74da67,a5c8c28e-28fb-41be-91a8-a278cf74da67,2015-03-30T11:16:01
3/27/15,Ana Carmen Corcino,PH061909007_CA214,0,0,1,1,0,0,0,1,1,0,2,2,4,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,neither,disagree,agree,agree,agree,agree,agree,na,agree,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,disagree_strongly,agree,agree,agree_strongly,neither,na,agree,neither,agree,neither,agree,neither,agree,disagree,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree_strongly,uuid:f1d5323c-e858-4dc9-a1fa-d641867ecdda,f1d5323c-e858-4dc9-a1fa-d641867ecdda,2015-03-30T11:16:02
3/30/15,Ana Carmen Corcino,PH061910012_CA309,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,own_rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree_strongly,neither,neither,agree,agree,agree,na,disagree,neither,neither,agree,agree,neither,agree,disagree_strongly,agree,agree,agree_strongly,agree,neither,agree,disagree_strongly,na,agree,agree,agree,agree,disagree,unsure,agree,agree_strongly,agree_strongly,agree_strongly,agree,neither,agree,uuid:ab889126-6d5f-4fc2-bf2c-8c3f60493a6e,ab889126-6d5f-4fc2-bf2c-8c3f60493a6e,2015-03-30T11:16:03
3/25/15,Jessa Marie Elvas,PH061902016_CA038,0,0,1,0,0,0,0,0,1,0,1,1,2,OK,own,yes,female,0,0,0,small_business,n/a,small_business,n/a,disagree,neither,disagree_strongly,neither,neither,agree,disagree,agree,na,disagree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree,agree,na,agree,neither,agree,neither,disagree,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,uuid:3fa9050d-cd48-4d34-92f2-93cf46583158,3fa9050d-cd48-4d34-92f2-93cf46583158,2015-03-30T11:19:05
3/26/15,Jessa Marie Elvas,PH061909031_CA250,0,1,1,1,0,0,1,0,1,0,3,2,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,small_business,n/a,disagree,agree,agree,na,neither,agree,agree,agree_strongly,neither,agree,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,disagree,agree,neither,agree,neither,agree,neither,agree,unsure,agree,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree,agree_strongly,uuid:3b0a5a89-4b8a-4cb9-b392-c5ab83ba4117,3b0a5a89-4b8a-4cb9-b392-c5ab83ba4117,2015-03-30T11:19:06
3/26/15,Jessa Marie Elvas,PH061909031_CA249,0,0,4,0,0,0,0,1,0,0,4,1,5,OK,own,yes,male,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,na,agree,agree,agree,agree,neither,agree,neither,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,disagree,agree,neither,neither,neither,na,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:7e36649a-a758-4541-89af-8184a6120d53,7e36649a-a758-4541-89af-8184a6120d53,2015-03-30T11:19:07
3/26/15,Jessa Marie Elvas,PH061909028_CA240,0,1,0,1,0,0,0,2,1,0,2,3,5,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,agree,disagree,disagree,agree,agree,agree,neither,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,agree,agree,na,neither,agree,neither,disagree,disagree,neither,agree,agree,agree,agree,agree,agree,agree_strongly,agree,agree,agree_strongly,uuid:4dcd3660-0220-4393-849e-87f5f51d9a53,4dcd3660-0220-4393-849e-87f5f51d9a53,2015-03-30T11:19:08
3/26/15,Jessa Marie Elvas,PH061909028_CA242,0,0,3,2,0,0,1,1,1,0,5,3,8,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,neither,agree,agree,agree,agree_strongly,neither,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree_strongly,agree_strongly,agree,na,agree,agree,agree,neither,disagree_strongly,neither,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:bce1e98c-20d1-428c-9622-03c0cb891c39,bce1e98c-20d1-428c-9622-03c0cb891c39,2015-03-30T11:19:09
3/27/15,Jessa Marie Elvas,PH061909007_CA215,0,0,0,3,0,0,1,0,2,0,3,3,6,OK,own_rent,no,n/a,0,0,0,agriculture,n/a,daily_wage,n/a,disagree,neither,disagree,disagree,neither,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,disagree,disagree,na,neither,neither,neither,neither,neither,agree,agree,agree,agree_strongly,agree,agree_strongly,agree,agree_strongly,uuid:17d48fbc-4b0d-40d5-a79b-5cb9aff7cf18,17d48fbc-4b0d-40d5-a79b-5cb9aff7cf18,2015-03-30T11:19:10
12/4/14,Ace Norman Alvero,PH083743001_LE219,0,0,3,1,0,0,0,1,2,0,4,3,7,OK,free_govt,yes,male,0,0,0,fishing,n/a,fishing,n/a,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:4eeeb340-cee8-41a8-beb3-db2d1b93ec10,4eeeb340-cee8-41a8-beb3-db2d1b93ec10,2015-03-31T08:02:12
12/4/14,Ace Norman Alvero,PH083743012_LE241,0,2,0,1,0,0,0,3,1,0,3,4,7,OK,free_private,yes,male,0,1,0,small_business,n/a,assistance_other,n/a,disagree,disagree,disagree,na,disagree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,disagree,na,disagree,agree,disagree,agree,agree,disagree,agree,agree,agree,agree,agree,uuid:232a6ed2-eed5-4284-a450-8c838ea75cc8,232a6ed2-eed5-4284-a450-8c838ea75cc8,2015-03-31T08:02:15
12/4/14,Ace Norman Alvero,PH083743002_LE222,0,0,0,1,0,0,1,1,1,0,1,3,4,OK,free_private,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:8ff91e61-b22a-4cea-82fe-ee0647cd6c26,8ff91e61-b22a-4cea-82fe-ee0647cd6c26,2015-03-31T08:02:17
12/4/14,Ace Norman Alvero,PH083743005_LE230,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,free_private,yes,male,0,0,0,transpo,n/a,assistance_other,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:674580ac-6a38-41c3-8535-bfaae5ba4bbe,674580ac-6a38-41c3-8535-bfaae5ba4bbe,2015-03-31T08:02:18
3/31/15,PH083743006_LE231,PH083743014_LE252,0,0,0,1,1,0,1,0,1,0,2,2,4,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:64a9799a-9184-495e-8db2-79e86da7bc71,64a9799a-9184-495e-8db2-79e86da7bc71,2015-03-31T09:45:28
3/31/15,PH083743006_LE231,PH083743014_LE251,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:b1a82eba-9718-44a9-a8d4-e5e1d953a7f6,b1a82eba-9718-44a9-a8d4-e5e1d953a7f6,2015-03-31T09:45:30
3/31/15,PH083743006_LE231,PH083743015_LE253,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,1,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,disagree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:7fc132ae-7ec1-4ba8-98b4-ecee7a69e314,7fc132ae-7ec1-4ba8-98b4-ecee7a69e314,2015-03-31T09:45:32
3/31/15,PH083743006_LE231,PH083743004_LE228,1,0,1,1,1,0,1,1,1,0,4,3,7,OK,free_private,no,n/a,0,1,0,agriculture,n/a,agriculture,n/a,agree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:8ea33fd4-da92-433c-b957-0aa5afd07864,8ea33fd4-da92-433c-b957-0aa5afd07864,2015-03-31T09:45:45
3/31/15,PH083743009_LE250,PH083743009_LE250,0,0,3,2,0,0,0,1,1,0,5,2,7,OK,own,no,n/a,1,0,1,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,uuid:fc725432-b6cc-4ce0-be63-c8575c21abf3,fc725432-b6cc-4ce0-be63-c8575c21abf3,2015-03-31T09:45:46
3/31/15,PH083743006_LE231,PH083743009_LE247,0,1,0,2,0,0,0,0,1,0,3,1,4,OK,rent,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:9f72e19b-cd82-45aa-9db8-3e42060594d3,9f72e19b-cd82-45aa-9db8-3e42060594d3,2015-03-31T09:45:48
3/31/15,PH083743006_LE231,PH083743006_LE231,1,1,0,1,0,0,0,1,1,0,3,2,5,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:368b3376-6b1e-40c6-86ba-7314bb17bc80,368b3376-6b1e-40c6-86ba-7314bb17bc80,2015-03-31T09:45:50
